text,sentiment,original_text,processed_text
"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .",neutral,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .",tvo two unit mw olkiluoto plant generated twh operating ratio across reactor company described high international standard
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",tyrv ninen opinion airline repeating time already however
"Under Finnish law , Parliament grants licences to build nuclear power plants .",neutral,"Under Finnish law , Parliament grants licences to build nuclear power plants .",finnish law parliament grant licence build nuclear power plant
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",agreement larox transfer employee within engineering documentation related delivery project product maintenance finland etteplan january
"Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .",neutral,"Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology , in both consumer and commercial applications .",agreement benefon forthcoming range twig integrated gps navigation mobile phone device use jointly developed web based tracking location technology consumer commercial application
"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",neutral,"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",term agreement bunge acquire raisio keiju makuisa pyszny duet brand manufacturing plant finland poland
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",transaction agreement metsaliitto purchase metsa botnia share upm real
Underground parking facilities will also be built on the basement floor .,neutral,Underground parking facilities will also be built on the basement floor .,underground parking facility also built basement floor
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",unit price straddle carrier vary eur eur company added
"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .",neutral,"Unlisted British Biologicals makes B - and D - proteins , and other disease-specific supplements that cover diabetes , hepatitis , asthma and other cardiovascular ailments .",unlisted british biologicals make b protein disease specific supplement cover diabetes hepatitis asthma cardiovascular ailment
"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said .",neutral,"UPM is the biggest producer of magazine paper in Europe , with a market share of over 30 pct , and it is likely to say that prices in the segment were at best flat during the quarter , analysts said .",upm biggest producer magazine paper europe market share pct likely say price segment best flat quarter analyst said
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,upm kymmene said indicated interest domestic consolidation
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,neutral,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,upon completion deal panostaja establish new business area within group focus heat treatment metal
"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications .",neutral,"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications .",vacon aim establish presence solar energy business various part world towards end said olli teva marketing director renewable energy application
Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,neutral,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,vaisala board director propose dividend euro per share company annual general meeting
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,neutral,Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,vaisala expertise lightning data information system based extensive experience investment r
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,valmet automotive report net sale eur mn operating profit eur mn
"We bring a new , committed leadership and business and strategic know-how to the company that we buy .",neutral,"We bring a new , committed leadership and business and strategic know-how to the company that we buy .",bring new committed leadership business strategic know company buy
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",neutral,"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",look forward take part future development company say tomas billing president nordstjernan
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",veidekke headquartered oslo norway scandinavian construction property development group employee norway sweden denmark annual turnover nok bn
"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",neutral,"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",company indicate level investment unit said purchased equipment nokia corporation mobile phone r laboratory jyvaeskylae
Why not subscribe to the magazine ?,neutral,Why not subscribe to the magazine ?,subscribe magazine
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,vianor sell tire car truck well range car part provides maintenance service
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,neutral,Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,viking line stx finland said monday plan build million euro ferry would launched turku stockholm route spring
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",neutral,"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",government exempting certain stainless steel product anti dumping duty finland based outokumpu today said look enter supply pact indian railway soon
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,"With the new arrangement , customer responsibilities will become mainly regional .",new arrangement customer responsibility become mainly regional
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",acquisition wireless modem unit approximately employee transferred renesas electronics corporation
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,hear latest insight update citycon strategy well latest news business unit
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,negative,The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,personnel reduction primarily affect working parent company diagnostics business production logistics liquid handling business
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",positive,"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",asia pacific region visa wave available malaysia taiwan south korea expanded japan southeast asia year jung added
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",third quarter fiscal efore swung net loss eur versus net profit eur corresponding period fiscal
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",konecranes oyj kcr v fh fell percent euro biggest fall since june
"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .",neutral,"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .",meanwhile minority shareholder expecting teliasonera retain bid sell share
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",net sale financial year expected amount eur operating result ebit expected loss announced
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,operating loss totaled eur mn compared profit eur mn corresponding period
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",production level agreed producer long time ago fall consumption lead loss
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,return investment roi compared first half
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",ssh communication security corp stock exchange release october pm company update full year outlook estimate result remain loss full year
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",sale result capital loss eur solidium obtained tikkurila share march
- The Group -¦ s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,neutral,- The Group -¦ s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,group result tax loss eur million
- The Group -¦ s result before taxes was EUR -1.9 ( -3.0 ) million .,negative,- The Group -¦ s result before taxes was EUR -1.9 ( -3.0 ) million .,group result tax eur million
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",negative,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",group sale period eur million eur million result tax loss eur million
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral,The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,fair value investment property eur million
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",total mn passenger ship journey took place northern baltic sea slightly mn
Finnish media group Talentum has issued a profit warning .,negative,Finnish media group Talentum has issued a profit warning .,finnish medium group talentum issued profit warning
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",finnish shipping company finnlines pretax loss totalled eur mn third quarter compared profit eur mn third quarter
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",finland city forssa said pay compensation food industry company hk ruokatalo atrium lye leak tap water occurred march
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",acando ab acanb s fell percent kronor lowest close since december
"According shipping company Viking Line , the EU decision will have a significant financial impact .",neutral,"According shipping company Viking Line , the EU decision will have a significant financial impact .",according shipping company viking line eu decision significant financial impact
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",according ceo matti perkonoja parent company hkscan company performance first quarter remained clearly level corresponding period
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",neutral,"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",point separate company name palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among others disappear
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",cencorp net sale first quarter estimated eur compared eur first quarter
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,diluted earnings per share eps stood eur versus eur
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,earnings per share eps amounted loss eur
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,earnings per share eps amounted loss eur
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,negative,Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,earnings per share eps amounted loss eur
Earnings per share were at loss of EUR0 .24 .,negative,Earnings per share were at loss of EUR0 .24 .,earnings per share loss eur
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,expense ratio compared corresponding period
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,finnish automation solution developer cencorp corporation omx helsinki cnc v issued thursday september profit warning third quarter
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,neutral,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,finnish automation solution developer cencorp corporation omx helsinki cnc v reported thursday november operating loss eur net sale eur period january september
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,finnish communication electronics component supplier scanfil oyj tuesday said sale first half lower period year ago
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative,Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,finnish forest industry group stora enso oyj issued thursday march profit warning first quarter
Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,neutral,Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,finnish home decoration art craft retailer tiimari plc omx helsinki tii v reported monday august operating loss eur net sale eur period january june
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,finnish technology company raute corporation omx helsinki rutav issued tuesday september profit warning financial year
He said : `` It is for sale again and we will be actively marketing it .,neutral,He said : `` It is for sale again and we will be actively marketing it .,said sale actively marketing
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",q company operating loss totalled eur mn compared profit eur mn q
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",negative,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",reporting period eps stood eur versus eur
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",last year million passenger flew airline percent
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",loss financial item totalled eur mn compared profit eur mn corresponding period
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,loss period totalled eur mn compared profit eur mn
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",negative,"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",myllykoski one paper plant finland one u three germany revenue eur first half operating loss eur reuters said
Net loss in the same period in 2009 was euro18 .6 million .,neutral,Net loss in the same period in 2009 was euro18 .6 million .,net loss period euro million
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative,Nokia Siemens Networks has struggled to make a profit in the past two years .,nokia siemens network struggled make profit past two year
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,operating loss amounted eur mn first half compared profit eur mn first half
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",operating loss pulp paper machinery unit eur mn september august compared profit eur mn year earlier
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,operating loss totaled eur mn compared profit eur mn corresponding period
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",operating loss totaled eur mn compared profit eur mn
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",operating loss totalled eur mn compared profit eur mn first half
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",negative,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",operating loss totalled eur mn compared profit eur mn third quarter
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",operating loss totalled eur mn compared profit eur mn second quarter
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",operating loss totalled eur mn compared loss eur mn corresponding period
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",operating profit non recurring item eur mn first nine month compared eur corresponding period
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,pretax loss totaled eur mn compared loss eur mn corresponding period
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,pretax loss totalled eur mn compared profit eur mn
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",pretax loss totalled eur mn compared loss eur mn corresponding period
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,pretax profit totaled eur mn compared eur mn first quarter
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",publishing sweden operating loss eur mn q compared profit eur mn year ago
Raisio 's malting capacity was in full use in 2008 .,positive,Raisio 's malting capacity was in full use in 2008 .,raisio malting capacity full use
"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",negative,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",raw material price surged past year fueled part rapid industrialization china india developing nation
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,rival say qualcomm fewer patent g phone earlier version lower rate
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,company reported today operating loss eur net sale eur first quarter
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",company annual loss amounted eek mn compared profit eek mn
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",fair value change investment property eur mn compared eur mn third quarter
The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,neutral,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,impact cableway teleste net sale estimated eur million
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,stock hit profit warning finnish rival rautaruukki oyj omx rtrks
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,negative,Finnish Bank of +àland +àlandsbanken has issued a profit warning .,finnish bank aland alandsbanken issued profit warning
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,finnish forest machinery manufacturer ponsse issued profit warning
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",cerberus capital management lp backed printing paper maker newpage corp posted mixed second quarter result casting cloud planned initial public offering
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",finnish electronics manufacturing service em company elcoteq se posted net loss mln euro mln first half compared net profit mln euro mln period
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,finnish laboratory liquid handling diagnostic test system developer biohit oyj omx helsinki biobv issued tuesday june profit warning financial year
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,finnish retail software developer aldata solution oyj reported net loss mln euro mln versus net profit mln euro mln
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",finnish textile clothing group marimekko oyj posted net profit mln euro mln compared mln euro mln
"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",negative,"In 2009 , Stora Enso 's net loss was EUR 879.7 million compared to EUR 673.4 million in the previous year .",stora enso net loss eur million compared eur million previous year
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",january june diluted loss per share stood eur versus eur first half
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",october upm reported third quarter net loss euro million million compared net profit euro million
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,operating loss amounted eur mn compared profit eur mn second quarter
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",operating loss non recurring item eur mn compared profit eur mn
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",operating profit margin compared year earlier
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,operating profit eur mn compared eur mn
